source_root_id,relative_path,source_kind,source_sha256,pixel_sha256,stable_image_id,shape_y,shape_x,frames,channels,dtype,bit_depth,min,max,mean,std,p0,p0_1,p1,p5,p25,p50,p75,p95,p99,p99_9,p100,saturation_value,saturation_count,zero_count,culture_id,disease,tau_isoform,experimental_condition,div,div_token,series_index,filename_prefix,acquisition_group,experimental_group_id,parse_status,deprecated_inferred_pn,deprecated_inferred_round,deprecated_inferred_condition,deprecated_inferred_div,deprecated_biological_group_candidate,file_duplicate_group,pixel_duplicate_group,thumbnail_duplicate_group,near_duplicate_candidate_group,near_duplicate_score,near_duplicate_method,validation_flags,intended_split_status,blank_status,validation_source,validator_role,validation_date,notes
sted_blank_data,PN148_3R_AD_DIV15 (Series 0) [1].tif,blank_background,53928f9afb722b049c6bac78c201cdc1efc05e5f6f849a43a26a722ee2022d43,63789084199abfa622a73d671f07fcf7e3e43a666f42a6cd288234dc3382fa1d,img_22b8bcb88a805b153993,1024,1024,1,1,uint8,8,0,56,4.13265,3.43368,0,0,0,0,1,3,6,11,14,19,56,255,0,118185,PN148,AD,3R,AD_3R,15,DIV15,0,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 1) [1].tif,blank_background,2d058a635107e4f03c3ed794af6f6db6aa3f49d2abaf940b454748e5291ba54e,2b394a3fee5bc8727f3cc9bef9095dcf40465b9bde9d2b9fcc0232b180b1a8cc,img_52fd567a6489c2ee806f,1024,1024,1,1,uint8,8,0,49,7.55308,5.29798,0,0,0,0,3,8,11,18,23,29,49,255,0,59778,PN148,AD,3R,AD_3R,15,DIV15,1,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 10) [1].tif,blank_background,41604531d899f26e8938dce3e82f40ba3458089810db7772647b2a015bdf1237,689934940650ca5fecb212748ab9ae64606cfe092a130f124c65faafa84dd9d6,img_e346ea478db12b518ac8,1024,1024,1,1,uint8,8,0,37,4.68809,3.91641,0,0,0,0,1,4,8,13,16,21,37,255,0,144000,PN148,AD,3R,AD_3R,15,DIV15,10,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 11) [1].tif,blank_background,84d9923758ef84f0333147df084bcdf10284fc1f8b39e0c7fff9743622395f4b,fad734949e2d456f2f247771b803833424e81095c0d7a58338b866b7ad02bf4d,img_6fcc906a6259240a019e,1024,1024,1,1,uint8,8,0,41,5.71854,4.63623,0,0,0,0,3,4,9,14,19,24,41,255,0,96965,PN148,AD,3R,AD_3R,15,DIV15,11,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 12) [1].tif,blank_background,4378e4a4db24f8f0045c7df94814a8b3143dbbbd347e135a9a421e4802b25451,1d748f57c22b44eea4bea3f8aa7d8e285ea5f204440ddeae8ef6af6055865380,img_a538de08cfa15ee606a9,1024,1024,1,1,uint8,8,0,37,5.18663,3.9591,0,0,0,0,3,4,8,13,16,23,37,255,0,84144,PN148,AD,3R,AD_3R,15,DIV15,12,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 13) [1].tif,blank_background,8fe54af41f482dc6c8bef0a3e2dc90cb60036aa4d11a83693e20df039766f8c0,87649d4b85b69b899cdcf8afd4e9ac4bbbeff93169c4deacea058e224c14a9b4,img_44974790651d1b7badfa,1024,1024,1,1,uint8,8,0,44,5.56618,4.24933,0,0,0,0,3,4,8,14,18,24,44,255,0,80857,PN148,AD,3R,AD_3R,15,DIV15,13,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 14) [1].tif,blank_background,dd161396fef820d440cb275eb1a0e955fb1dd6baecda1edfa330e32184b2b26c,3756829c12cda4df320ad7f10f116cc52b111b8f4deadd367db465e8cd3bc4c4,img_1ba419dc88931db47c8c,1024,1024,1,1,uint8,8,0,42,2.79419,2.87282,0,0,0,0,1,3,4,8,13,16,42,255,0,260767,PN148,AD,3R,AD_3R,15,DIV15,14,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 2) [1].tif,blank_background,297f06db7d9d80b869e95ad0f2dfacc1fe1b19a7bf0def8c0bdafdfacf2a5de2,df3e029e5351d994608f07e67ecd308fa9787f95bdb73af9d142366274c457cd,img_ca042c3dcfcf09035923,1024,1024,1,1,uint8,8,0,36,4.09139,3.3423,0,0,0,0,1,3,6,11,14,19,36,255,0,124640,PN148,AD,3R,AD_3R,15,DIV15,2,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 3) [1].tif,blank_background,e80b5151baa1699d842c828669568e10ba0d2c9d3f1228bbf7f2e3eaf3d0ff8e,4b492b7a22637c9dbd24eb011adf00e397784a01c2e7d9b2ff4779a3e68f97e7,img_0edb6472854aea980f2a,1024,1024,1,1,uint8,8,0,61,10.4273,6.97532,0,0,0,1,4,9,14,23,29,36,61,255,0,45755,PN148,AD,3R,AD_3R,15,DIV15,3,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
sted_blank_data,PN148_3R_AD_DIV15 (Series 4) [1].tif,blank_background,67dc3f78f5a8da27fcdf07711c2e5d4670ea13d6686ae4ecc5f27067139cd714,d35ea303467ad80f1bec1327ea7bf02ac5d0fe5388fd3ccadb89be4cf67b25cd,img_e5db75d93a225639e3a4,1024,1024,1,1,uint8,8,0,39,6.17381,4.34764,0,0,0,0,3,6,9,14,19,24,39,255,0,66932,PN148,AD,3R,AD_3R,15,DIV15,4,PN148_3R_AD_DIV15,PN148_3R_AD_DIV15,PN148_AD_3R_DIV15,parsed,PN148,3R,AD,DIV15,PN148_AD_3R_DIV15,none,none,none,none,not_applicable,normalized_thumbnail_ncc_threshold_0.995,none,unassigned,expert_validated,human_expert_review,STED expert,not_recorded,Expert-validated fiber-free blank; automated flags are QC only.
